WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,HOUSE_OF_PARLIAMENT,IDA_NAME,TENURE,MP_NAME,WORK_DESCRIPTION,RECOMMENDATION_DATE,RECOMMENDED_AMOUNT,FLAG,CONSTITUENCY_ID,WORK_STAGE,LETTER_NO,SANCTION_AMOUNT,Sno,CONSTITUENCY,WORK_RECOMMENDATION_DTL_ID,FILE_STATUS,TENURE_START_DATE,TENURE_END_DATE,ATTACH_ID,SANCTION_DATE,Total_Amt,WORK_ID,ACTUAL_AMOUNT,ACTUAL_END_DATE,AVERAGE_RATING,VENDOR_NAME,VENDOR_ID,IA_NAME,FUND_DISBURSED_AMT,WORK_STATUS,days_to_sanction,days_since_recommendation,days_to_complete,is_completed_flag,SANCTION_FY,RECOMMENDATION_FY,FY,RECIPIENT_TYPE,IS_TRIBAL_TRUST,IS_SC_AREA,IS_ST_AREA,rule_violations,rule_score,classified_activity,physical_scale_item,physical_scale_units,evaluated_cost_amount,cost_anomaly_score,cost_anomaly_flag,cost_anomaly_method,category_median,category_sample_size,cost_anomaly_reason,is_duplicate_candidate,duplicate_candidate_score,fast_track_flag,duplicate_score,duplicate_typology,duplicate_paired_with,duplicate_reason_raw,risk_index,primary_anchors,signal_type_count,tier,is_tier2,tier_level,reasons,tier_promotion_reason
Normal/Others,"WS/MP18136/2026-2027/195302-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Construction of cement road from Shri Pandharinath Khawshi to the house of Mrs. Vasumati Hingve in Mouja Nara, Taluka Karanja Gha. District Wardha",2025-04-29,400000.0,1.0,257.0,Time Estimation,LN/MP18136/2025-2026/7,400000.0,39.0,WARDHA,195302.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-09,,,,,,,,,,,436.0,508,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,ROADS_AND_DRAINAGE,,,400000.0,0.4937750552215574,False,isolation_forest,999960.5,78,,False,0.0,False,,,,,43.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['Work not sanctioned within 75 days of recommendation receipt'],Work not sanctioned within 75 days of recommendation receipt
Normal/Others,"WS/MP18136/2026-2027/195303-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Construction of cement road from Mr. Balchandra Jawalkar to Mr. Manohar Raut house in Mouja Taroda, Taluka Karanja Gha.District Wardha",2025-04-29,699972.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/7,699972.0,40.0,WARDHA,195303.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-09,,,,,,,,,,,436.0,508,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,ROADS_AND_DRAINAGE,,,699972.0,0.3414367136016906,False,isolation_forest,999960.5,78,,False,0.0,False,,,,,36.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['Work not sanctioned within 75 days of recommendation receipt'],Work not sanctioned within 75 days of recommendation receipt
Normal/Others,"WS/MP18136/2025-2026/195313-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Construction of road from Shri Shuddhodhan Thul to Devidas Jambhule house in Ward No. 1, Wardha, Mouja Sindi (Meghe)",2025-04-29,999959.0,1.0,257.0,Work Completed,LN/MP18136/2025-2026/7,999959.0,41.0,WARDHA,195313.0,True,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",1995762.0,2026-02-09,,161437.0,990689.0,2026-02-09,0.0,UTKARSH UNEEMPLOYED ENGINEERS SEVA CO-OP SOCIETY,67043.0,Executive Engineer Public Works Zillha Parishad Wardha,990689.0,Payment Success,286.0,508,0.0,True,2025-26,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D4', 'description': 'Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion', 'weight': 15}]",30,ROADS_AND_DRAINAGE,,,999959.0,0.013576368382912807,False,isolation_forest,999960.5,78,,False,0.0,False,,,,,41.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['Work not sanctioned within 75 days of recommendation receipt', 'Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion']","Work not sanctioned within 75 days of recommendation receipt; Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion"
Normal/Others,NA-Lighting of public spaces,Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Establishing a high mast at the Hindu cremation ground at Taluka Arvi, District Wardha",2025-04-29,150000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/7,150000.0,42.0,WARDHA,195064.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,508,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,LIGHTING_AND_ELECTRICAL,,,150000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Construction of cement road from Subhash Avate to Ashok Sonawane house at Mauja Shirpur Taluka Arvi, District Wardha",2025-04-29,1000000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/7,1000000.0,43.0,WARDHA,195114.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,508,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,True,0.99,False,0.99,TRUE_DUPLICATE,[195289.0],"High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Shirpur), pending physical confirmation.",47.2,['DUPLICATE_WORK_OVERLAP'],2,tier_2,True,Tier 2 (Actionable Red Flag),"['No sanction and no rejection recorded 45+ days after recommendation', 'High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Shirpur), pending physical confirmation.']","No sanction and no rejection recorded 45+ days after recommendation; High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Shirpur), pending physical confirmation."
Normal/Others,NA-Setting up public non-conventional energy plants,Maharashtra,2.0,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Establishment of solar energy unit at New English Higher Secondary School, Mauja Warud Taluka, District Amravati",2025-04-29,600000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/7,600000.0,44.0,WARDHA,195308.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,508,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,OTHER_PUBLIC_FACILITIES,,,600000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,Installation of cement concrete benches for citizens to sit in public places in front of Shri. Sambhaji Maharaj Garden in Ward No. 4 of Wardha city,2025-05-07,130000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/8,130000.0,45.0,WARDHA,197434.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,500,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,PUBLIC_BENCHES,,,130000.0,,False,not_evaluated,,0,,False,0.205,False,0.205,INDEPENDENT_PARALLEL_WORKS,"[197436.0, 197435.0, 197468.0]",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 4 vs 8); low duplicate risk.,23.6,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 4 vs 8); low duplicate risk.']",No sanction and no rejection recorded 45+ days after recommendation; Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 4 vs 8); low duplicate risk.
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Installation of cement concrete benches for citizens to sit in Ward No. 7 Golbazar Chowk, Government open space in Wardha city",2025-05-07,130000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/8,130000.0,46.0,WARDHA,197435.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,500,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,PUBLIC_BENCHES,,,130000.0,,False,not_evaluated,,0,,False,0.204,False,0.204,INDEPENDENT_PARALLEL_WORKS,"[197436.0, 197434.0, 197468.0, 197466.0]",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 7 vs 8); low duplicate risk.,23.6,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 7 vs 8); low duplicate risk.']",No sanction and no rejection recorded 45+ days after recommendation; Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 7 vs 8); low duplicate risk.
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Installation of cement concrete benches for citizens to sit in front of Gujarati Bhavan, Government open space, Ward No. 8, Wardha city",2025-05-07,110000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/8,110000.0,47.0,WARDHA,197436.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,500,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,PUBLIC_BENCHES,,,110000.0,,False,not_evaluated,,0,,False,0.206,False,0.206,INDEPENDENT_PARALLEL_WORKS,"[197468.0, 197434.0, 197435.0]",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 8 vs 7); low duplicate risk.,23.7,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 8 vs 7); low duplicate risk.']",No sanction and no rejection recorded 45+ days after recommendation; Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 8 vs 7); low duplicate risk.
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Installation of cement concrete benches for citizens to sit in front of Namdev Matha, in Sable Plot Open Space, Ward No. 8, Wardha City",2025-05-07,100000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/8,100000.0,48.0,WARDHA,197466.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,500,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,PUBLIC_BENCHES,,,100000.0,,False,not_evaluated,,0,,False,0.198,False,0.198,INDEPENDENT_PARALLEL_WORKS,[197435.0],Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 7 vs 8); low duplicate risk.,23.4,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 7 vs 8); low duplicate risk.']",No sanction and no rejection recorded 45+ days after recommendation; Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 7 vs 8); low duplicate risk.
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Installation of cement concrete benches for citizens to sit at Kejaji Chowk, Bhagat Singh Chowk, Mahavir Bagicha,Ward No. 7, Wardha city",2025-05-07,100000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/8,100000.0,49.0,WARDHA,197468.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,500,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,PUBLIC_BENCHES,,,100000.0,,False,not_evaluated,,0,,False,0.206,False,0.206,INDEPENDENT_PARALLEL_WORKS,"[197436.0, 197435.0, 197434.0]",Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 8 vs 7); low duplicate risk.,23.7,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 8 vs 7); low duplicate risk.']",No sanction and no rejection recorded 45+ days after recommendation; Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 8 vs 7); low duplicate risk.
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Installation of cement concrete benches for citizens to sit at Ambedkar Park, Hindu Cemetery, Muslim Cemetery, Ward No. 6, Wardha city",2025-05-07,130000.0,1.0,257.0,Pending for Sanction,LN/MP18136/2025-2026/8,130000.0,50.0,WARDHA,197470.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,500,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,PUBLIC_BENCHES,,,130000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,"WS/MP18136/2025-2026/199769-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Construction of cement road from the Dargah  to the house of Bhaktdas Thackeray at Mauja Tembha, Hinganghat",2025-05-15,999492.0,1.0,257.0,Work Completed,LN/MP18136/2025-2026/9,999492.0,51.0,WARDHA,199769.0,True,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",2100970.0,2026-03-20,,170851.0,997936.0,2026-03-20,0.0,GAJANAN DEVAJI HATWAR,77381.0,Executive Engineer Public Works Zillha Parishad Wardha,997936.0,Payment Success,309.0,492,0.0,True,2025-26,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D4', 'description': 'Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion', 'weight': 15}]",30,ROADS_AND_DRAINAGE,,,999492.0,0.08319363109271702,False,isolation_forest,999960.5,78,,False,0.0,False,,,,,44.2,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['Work not sanctioned within 75 days of recommendation receipt', 'Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion']","Work not sanctioned within 75 days of recommendation receipt; Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion"
Normal/Others,"WS/MP18136/2026-2027/199775-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,WARDHA(DISTRICT COLLECTOR WARDHA_IDA),18th Lok Sabha,AMAR SHARADRAO KALE,"Construction of a gravel road from Mr. Nitin Urkude to Jitendra Dadmal house in Mouja Ubda, Taluka Samudrapur",2025-05-15,500000.0,1.0,257.0,Work Completed,LN/MP18136/2025-2026/9,500000.0,52.0,WARDHA,199775.0,True,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",2160799.0,2026-04-13,,176229.0,498230.0,2026-04-21,0.0,GAJANAN DEVAJI HATWAR,77381.0,Executive Engineer Public Works Zillha Parishad Wardha,498230.0,Payment Success,333.0,492,8.0,True,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,ROADS_AND_DRAINAGE,,,500000.0,0.18233191723204972,False,isolation_forest,999960.5,78,,False,0.0,False,,,,,28.6,[],1,tier_1,False,Tier 1 (Operational Watchlist),['Work not sanctioned within 75 days of recommendation receipt'],Work not sanctioned within 75 days of recommendation receipt
